transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week,is_void,revenue_aed
TXN-005001,2024-08-14,15:49,Dubai-Al Quoz,Engine Diagnostics,209.62,91.44,118.18,Cash,Completed,2024-08,Q3,Wednesday,False,209.62
TXN-005002,2024-08-14,18:26,Dubai-Al Quoz,Tyre Replacement,816.97,303.23,513.74,Card,Completed,2024-08,Q3,Wednesday,False,816.97
TXN-005003,2024-08-14,15:20,Dubai-Al Quoz,Oil Change,193.64,79.86,113.78,Card,Completed,2024-08,Q3,Wednesday,False,193.64
TXN-005004,2024-08-14,10:37,Dubai-Al Quoz,AC Service,442.42,170.77,271.65,Card,Completed,2024-08,Q3,Wednesday,False,442.42
TXN-005005,2024-08-15,17:50,Dubai-Al Quoz,Tyre Replacement,946.85,297.83,649.02,Cash,Completed,2024-08,Q3,Thursday,False,946.85
TXN-005006,2024-08-15,16:07,Dubai-Al Quoz,Battery Replacement,295.56,94.71,200.85,Card,Completed,2024-08,Q3,Thursday,False,295.56
TXN-005007,2024-08-15,10:53,Dubai-Al Quoz,Battery Replacement,304.96,129.45,175.51,Corporate Account,Completed,2024-08,Q3,Thursday,False,304.96
TXN-005008,2024-08-15,13:16,Dubai-Al Quoz,Full Service,797.17,281.26,515.91,Online,Completed,2024-08,Q3,Thursday,False,797.17
TXN-005009,2024-08-15,10:30,Dubai-Al Quoz,Oil Change,167.09,69.1,97.99,Cash,Completed,2024-08,Q3,Thursday,False,167.09
TXN-005010,2024-08-15,15:09,Dubai-Al Quoz,Brake Service,412.51,126.08,286.43,Card,Completed,2024-08,Q3,Thursday,False,412.51
TXN-005011,2024-08-15,09:09,Dubai-Al Quoz,Wheel Alignment,148.48,62.21,86.27,Cash,Completed,2024-08,Q3,Thursday,False,148.48
TXN-005012,2024-08-15,19:35,Dubai-Al Quoz,AC Service,434.69,189.16,245.53,Card,Completed,2024-08,Q3,Thursday,False,434.69
TXN-005013,2024-08-15,13:34,Dubai-Al Quoz,Oil Change,172.05,66.7,105.35,Card,Completed,2024-08,Q3,Thursday,False,172.05
TXN-005014,2024-08-15,09:39,Dubai-Al Quoz,Brake Service,0.0,0.0,0.0,Card,Void,2024-08,Q3,Thursday,True,0.0
TXN-005015,2024-08-15,14:45,Dubai-Al Quoz,Full Service,791.87,334.54,457.33,Card,Completed,2024-08,Q3,Thursday,False,791.87
TXN-005016,2024-08-15,15:31,Dubai-Al Quoz,Brake Service,480.96,171.88,309.08,Card,Completed,2024-08,Q3,Thursday,False,480.96
TXN-005017,2024-08-15,17:29,Dubai-Al Quoz,Tyre Replacement,976.34,300.81,675.53,Card,Completed,2024-08,Q3,Thursday,False,976.34
TXN-005018,2024-08-16,08:44,Dubai-Al Quoz,Oil Change,176.28,56.29,119.99,Card,Completed,2024-08,Q3,Friday,False,176.28
TXN-005019,2024-08-16,11:44,Dubai-Al Quoz,Tyre Replacement,942.53,364.53,578.0,Card,Completed,2024-08,Q3,Friday,False,942.53
TXN-005020,2024-08-16,09:48,Dubai-Al Quoz,Engine Overhaul,3590.16,1211.49,2378.67,Card,Completed,2024-08,Q3,Friday,False,3590.16
TXN-005021,2024-08-16,12:39,Dubai-Al Quoz,Suspension Repair,856.93,332.6,524.33,Card,Completed,2024-08,Q3,Friday,False,856.93
TXN-005022,2024-08-16,12:59,Dubai-Al Quoz,Detailing,378.35,118.5,259.85,Corporate Account,Completed,2024-08,Q3,Friday,False,378.35
TXN-005023,2024-08-16,15:20,Dubai-Al Quoz,Brake Service,434.31,171.25,263.06,Card,Completed,2024-08,Q3,Friday,False,434.31
TXN-005024,2024-08-16,14:53,Dubai-Al Quoz,AC Service,378.19,160.88,217.31,Online,Completed,2024-08,Q3,Friday,False,378.19
TXN-005025,2024-08-16,09:32,Dubai-Al Quoz,Engine Diagnostics,197.64,61.73,135.91,Card,Completed,2024-08,Q3,Friday,False,197.64
TXN-005026,2024-08-16,14:41,Dubai-Al Quoz,Oil Change,179.28,68.66,110.62,Card,Completed,2024-08,Q3,Friday,False,179.28
TXN-005027,2024-08-16,16:58,Dubai-Al Quoz,Wheel Alignment,146.14,58.76,87.38,Card,Completed,2024-08,Q3,Friday,False,146.14
TXN-005028,2024-08-16,15:12,Dubai-Al Quoz,Oil Change,191.51,77.45,114.06,Card,Completed,2024-08,Q3,Friday,False,191.51
TXN-005029,2024-08-16,16:15,Dubai-Al Quoz,Battery Replacement,303.95,129.11,174.84,Card,Completed,2024-08,Q3,Friday,False,303.95
TXN-005030,2024-08-16,13:11,Dubai-Al Quoz,Detailing,404.54,130.06,274.48,Corporate Account,Completed,2024-08,Q3,Friday,False,404.54
TXN-005031,2024-08-16,12:37,Dubai-Al Quoz,Tyre Replacement,922.84,359.2,563.64,Card,Completed,2024-08,Q3,Friday,False,922.84
TXN-005032,2024-08-16,13:21,Dubai-Al Quoz,Brake Service,488.75,157.19,331.56,Corporate Account,Completed,2024-08,Q3,Friday,False,488.75
TXN-005033,2024-08-17,16:47,Dubai-Al Quoz,AC Service,390.0,169.89,220.11,Cash,Completed,2024-08,Q3,Saturday,False,390.0
TXN-005034,2024-08-17,11:52,Dubai-Al Quoz,Oil Change,195.05,63.42,131.63,Card,Completed,2024-08,Q3,Saturday,False,195.05
TXN-005035,2024-08-17,11:49,Dubai-Al Quoz,AC Service,364.71,117.91,246.8,Card,Completed,2024-08,Q3,Saturday,False,364.71
TXN-005036,2024-08-17,09:18,Dubai-Al Quoz,AC Service,383.35,171.56,211.79,Card,Completed,2024-08,Q3,Saturday,False,383.35
TXN-005037,2024-08-17,10:35,Dubai-Al Quoz,Tyre Replacement,856.58,298.86,557.72,Online,Completed,2024-08,Q3,Saturday,False,856.58
TXN-005038,2024-08-17,08:28,Dubai-Al Quoz,Tyre Replacement,824.68,257.2,567.48,Card,Completed,2024-08,Q3,Saturday,False,824.68
TXN-005039,2024-08-18,18:05,Dubai-Al Quoz,Oil Change,191.39,77.22,114.17,Online,Completed,2024-08,Q3,Sunday,False,191.39
TXN-005040,2024-08-18,17:54,Dubai-Al Quoz,Tyre Replacement,986.03,324.84,661.19,Card,Completed,2024-08,Q3,Sunday,False,986.03
TXN-005041,2024-08-18,13:44,Dubai-Al Quoz,Oil Change,185.21,67.91,117.3,Corporate Account,Completed,2024-08,Q3,Sunday,False,185.21
TXN-005042,2024-08-18,11:40,Dubai-Al Quoz,Wheel Alignment,137.54,60.95,76.59,Card,Completed,2024-08,Q3,Sunday,False,137.54
TXN-005043,2024-08-18,10:45,Dubai-Al Quoz,Brake Service,470.62,184.41,286.21,Card,Completed,2024-08,Q3,Sunday,False,470.62
TXN-005044,2024-08-18,16:49,Dubai-Al Quoz,Engine Diagnostics,210.87,85.52,125.35,Cash,Completed,2024-08,Q3,Sunday,False,210.87
TXN-005045,2024-08-18,10:21,Dubai-Al Quoz,AC Service,368.03,143.69,224.34,Card,Completed,2024-08,Q3,Sunday,False,368.03
TXN-005046,2024-08-18,15:04,Dubai-Al Quoz,Oil Change,167.09,63.78,103.31,Card,Completed,2024-08,Q3,Sunday,False,167.09
TXN-005047,2024-08-18,08:40,Dubai-Al Quoz,Suspension Repair,795.78,301.22,494.56,Card,Completed,2024-08,Q3,Sunday,False,795.78
TXN-005048,2024-08-18,09:42,Dubai-Al Quoz,Tyre Replacement,842.25,269.26,572.99,Cash,Completed,2024-08,Q3,Sunday,False,842.25
TXN-005049,2024-08-18,18:47,Dubai-Al Quoz,Tyre Replacement,987.8,364.11,623.69,Card,Completed,2024-08,Q3,Sunday,False,987.8
TXN-005050,2024-08-18,13:29,Dubai-Al Quoz,Oil Change,172.62,62.4,110.22,Corporate Account,Completed,2024-08,Q3,Sunday,False,172.62
TXN-005051,2024-08-18,10:28,Dubai-Al Quoz,Suspension Repair,856.95,380.91,476.04,Card,Completed,2024-08,Q3,Sunday,False,856.95
TXN-005052,2024-08-18,16:57,Dubai-Al Quoz,Detailing,363.45,142.29,221.16,Cash,Completed,2024-08,Q3,Sunday,False,363.45
TXN-005053,2024-08-19,19:37,Dubai-Al Quoz,Oil Change,179.95,70.34,109.61,Cash,Completed,2024-08,Q3,Monday,False,179.95
TXN-005054,2024-08-19,11:10,Dubai-Al Quoz,Suspension Repair,768.77,280.75,488.02,Cash,Completed,2024-08,Q3,Monday,False,768.77
TXN-005055,2024-08-19,15:43,Dubai-Al Quoz,Wheel Alignment,157.72,63.63,94.09,Card,Completed,2024-08,Q3,Monday,False,157.72
TXN-005056,2024-08-19,13:28,Dubai-Al Quoz,Oil Change,190.04,83.68,106.36,Card,Completed,2024-08,Q3,Monday,False,190.04
TXN-005057,2024-08-19,10:08,Dubai-Al Quoz,AC Service,389.87,164.91,224.96,Card,Completed,2024-08,Q3,Monday,False,389.87
TXN-005058,2024-08-19,16:16,Dubai-Al Quoz,Wheel Alignment,155.81,48.95,106.86,Card,Completed,2024-08,Q3,Monday,False,155.81
TXN-005059,2024-08-19,16:16,Dubai-Al Quoz,Tyre Replacement,981.14,404.32,576.82,Card,Completed,2024-08,Q3,Monday,False,981.14
TXN-005060,2024-08-19,16:37,Dubai-Al Quoz,Battery Replacement,332.91,131.83,201.08,Card,Completed,2024-08,Q3,Monday,False,332.91
TXN-005061,2024-08-19,16:21,Dubai-Al Quoz,Wheel Alignment,149.11,61.69,87.42,Cash,Completed,2024-08,Q3,Monday,False,149.11
TXN-005062,2024-08-19,15:57,Dubai-Al Quoz,Detailing,436.84,136.89,299.95,Cash,Completed,2024-08,Q3,Monday,False,436.84
TXN-005063,2024-08-19,15:35,Dubai-Al Quoz,Oil Change,190.64,76.44,114.2,Card,Completed,2024-08,Q3,Monday,False,190.64
TXN-005064,2024-08-19,15:09,Dubai-Al Quoz,Brake Service,448.61,154.88,293.73,Online,Completed,2024-08,Q3,Monday,False,448.61
TXN-005065,2024-08-19,18:14,Dubai-Al Quoz,Wheel Alignment,144.86,58.47,86.39,Card,Completed,2024-08,Q3,Monday,False,144.86
TXN-005066,2024-08-19,18:43,Dubai-Al Quoz,AC Service,387.51,149.81,237.7,Corporate Account,Completed,2024-08,Q3,Monday,False,387.51
TXN-005067,2024-08-20,12:43,Dubai-Al Quoz,Oil Change,177.41,67.45,109.96,Card,Completed,2024-08,Q3,Tuesday,False,177.41
TXN-005068,2024-08-20,10:49,Dubai-Al Quoz,Battery Replacement,347.8,145.31,202.49,Corporate Account,Completed,2024-08,Q3,Tuesday,False,347.8
TXN-005069,2024-08-20,18:56,Dubai-Al Quoz,Brake Service,456.53,163.05,293.48,Cash,Completed,2024-08,Q3,Tuesday,False,456.53
TXN-005070,2024-08-20,17:55,Dubai-Al Quoz,Full Service,0.0,0.0,0.0,Card,Void,2024-08,Q3,Tuesday,True,0.0
TXN-005071,2024-08-20,17:07,Dubai-Al Quoz,Detailing,0.0,0.0,0.0,Card,Void,2024-08,Q3,Tuesday,True,0.0
TXN-005072,2024-08-20,09:01,Dubai-Al Quoz,Brake Service,485.35,201.7,283.65,Card,Completed,2024-08,Q3,Tuesday,False,485.35
TXN-005073,2024-08-20,11:38,Dubai-Al Quoz,Brake Service,467.66,170.93,296.73,Corporate Account,Completed,2024-08,Q3,Tuesday,False,467.66
TXN-005074,2024-08-20,10:29,Dubai-Al Quoz,Oil Change,176.67,72.16,104.51,Corporate Account,Completed,2024-08,Q3,Tuesday,False,176.67
TXN-005075,2024-08-20,11:57,Dubai-Al Quoz,Tyre Replacement,903.61,301.9,601.71,Card,Completed,2024-08,Q3,Tuesday,False,903.61
TXN-005076,2024-08-20,13:31,Dubai-Al Quoz,Oil Change,167.38,65.52,101.86,Cash,Completed,2024-08,Q3,Tuesday,False,167.38
TXN-005077,2024-08-20,14:23,Dubai-Al Quoz,Full Service,714.41,261.24,453.17,Card,Completed,2024-08,Q3,Tuesday,False,714.41
TXN-005078,2024-08-20,15:31,Dubai-Al Quoz,Oil Change,194.32,83.81,110.51,Cash,Completed,2024-08,Q3,Tuesday,False,194.32
TXN-005079,2024-08-20,11:29,Dubai-Al Quoz,Tyre Replacement,917.24,289.18,628.06,Card,Completed,2024-08,Q3,Tuesday,False,917.24
TXN-005080,2024-08-20,08:44,Dubai-Al Quoz,AC Service,418.42,133.05,285.37,Card,Completed,2024-08,Q3,Tuesday,False,418.42
TXN-005081,2024-08-20,11:02,Dubai-Al Quoz,Brake Service,0.0,0.0,0.0,Cash,Void,2024-08,Q3,Tuesday,True,0.0
TXN-005082,2024-08-20,12:30,Dubai-Al Quoz,AC Service,381.0,161.17,219.83,Online,Completed,2024-08,Q3,Tuesday,False,381.0
TXN-005083,2024-08-20,10:21,Dubai-Al Quoz,Tyre Replacement,860.32,282.01,578.31,Corporate Account,Completed,2024-08,Q3,Tuesday,False,860.32
TXN-005084,2024-08-20,19:32,Dubai-Al Quoz,Detailing,410.79,143.81,266.98,Corporate Account,Completed,2024-08,Q3,Tuesday,False,410.79
TXN-005085,2024-08-20,17:38,Dubai-Al Quoz,Full Service,0.0,0.0,0.0,Cash,Void,2024-08,Q3,Tuesday,True,0.0
TXN-005086,2024-08-21,08:14,Dubai-Al Quoz,Full Service,703.0,308.76,394.24,Corporate Account,Completed,2024-08,Q3,Wednesday,False,703.0
TXN-005087,2024-08-21,18:36,Dubai-Al Quoz,Suspension Repair,802.86,337.24,465.62,Card,Completed,2024-08,Q3,Wednesday,False,802.86
TXN-005088,2024-08-21,09:30,Dubai-Al Quoz,Tyre Replacement,869.63,329.68,539.95,Corporate Account,Completed,2024-08,Q3,Wednesday,False,869.63
TXN-005089,2024-08-21,15:31,Dubai-Al Quoz,Oil Change,183.11,64.75,118.36,Cash,Completed,2024-08,Q3,Wednesday,False,183.11
TXN-005090,2024-08-21,13:10,Dubai-Al Quoz,Battery Replacement,309.66,102.66,207.0,Card,Completed,2024-08,Q3,Wednesday,False,309.66
TXN-005091,2024-08-21,15:36,Dubai-Al Quoz,AC Service,385.65,171.94,213.71,Card,Completed,2024-08,Q3,Wednesday,False,385.65
TXN-005092,2024-08-21,16:17,Dubai-Al Quoz,AC Service,393.51,129.88,263.63,Cash,Completed,2024-08,Q3,Wednesday,False,393.51
TXN-005093,2024-08-21,11:34,Dubai-Al Quoz,Oil Change,193.29,63.03,130.26,Cash,Completed,2024-08,Q3,Wednesday,False,193.29
TXN-005094,2024-08-21,16:53,Dubai-Al Quoz,Oil Change,188.09,58.87,129.22,Card,Completed,2024-08,Q3,Wednesday,False,188.09
TXN-005095,2024-08-21,08:48,Dubai-Al Quoz,Full Service,710.78,232.33,478.45,Corporate Account,Completed,2024-08,Q3,Wednesday,False,710.78
TXN-005096,2024-08-21,12:59,Dubai-Al Quoz,Oil Change,180.24,69.42,110.82,Cash,Completed,2024-08,Q3,Wednesday,False,180.24
TXN-005097,2024-08-21,19:34,Dubai-Al Quoz,Tyre Replacement,917.97,396.47,521.5,Card,Completed,2024-08,Q3,Wednesday,False,917.97
TXN-005098,2024-08-21,09:47,Dubai-Al Quoz,AC Service,415.3,129.62,285.68,Online,Completed,2024-08,Q3,Wednesday,False,415.3
TXN-005099,2024-08-21,10:42,Dubai-Al Quoz,Engine Diagnostics,198.58,65.23,133.35,Card,Completed,2024-08,Q3,Wednesday,False,198.58
TXN-005100,2024-08-21,17:26,Dubai-Al Quoz,Oil Change,165.3,74.05,91.25,Card,Completed,2024-08,Q3,Wednesday,False,165.3
TXN-005101,2024-08-21,10:11,Dubai-Al Quoz,Battery Replacement,291.95,126.75,165.2,Card,Completed,2024-08,Q3,Wednesday,False,291.95
TXN-005102,2024-08-22,13:26,Dubai-Al Quoz,Oil Change,171.89,66.17,105.72,Corporate Account,Completed,2024-08,Q3,Thursday,False,171.89
TXN-005103,2024-08-22,09:00,Dubai-Al Quoz,Wheel Alignment,137.81,61.68,76.13,Card,Completed,2024-08,Q3,Thursday,False,137.81
TXN-005104,2024-08-22,10:25,Dubai-Al Quoz,Wheel Alignment,135.48,59.9,75.58,Cash,Completed,2024-08,Q3,Thursday,False,135.48
TXN-005105,2024-08-22,08:39,Dubai-Al Quoz,AC Service,419.55,150.68,268.87,Card,Completed,2024-08,Q3,Thursday,False,419.55
TXN-005106,2024-08-22,12:43,Dubai-Al Quoz,Tyre Replacement,814.67,338.14,476.53,Cash,Completed,2024-08,Q3,Thursday,False,814.67
TXN-005107,2024-08-22,18:55,Dubai-Al Quoz,Oil Change,193.78,72.78,121.0,Card,Completed,2024-08,Q3,Thursday,False,193.78
TXN-005108,2024-08-22,13:02,Dubai-Al Quoz,AC Service,415.11,146.67,268.44,Card,Completed,2024-08,Q3,Thursday,False,415.11
TXN-005109,2024-08-22,15:20,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Corporate Account,Void,2024-08,Q3,Thursday,True,0.0
TXN-005110,2024-08-22,11:58,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Card,Void,2024-08,Q3,Thursday,True,0.0
TXN-005111,2024-08-22,19:18,Dubai-Al Quoz,Full Service,775.27,321.27,454.0,Cash,Completed,2024-08,Q3,Thursday,False,775.27
TXN-005112,2024-08-22,11:50,Dubai-Al Quoz,AC Service,382.21,145.77,236.44,Card,Completed,2024-08,Q3,Thursday,False,382.21
TXN-005113,2024-08-22,09:21,Dubai-Al Quoz,Brake Service,0.0,0.0,0.0,Online,Void,2024-08,Q3,Thursday,True,0.0
TXN-005114,2024-08-22,12:55,Dubai-Al Quoz,Engine Overhaul,3617.98,1158.94,2459.04,Cash,Completed,2024-08,Q3,Thursday,False,3617.98
TXN-005115,2024-08-22,17:11,Dubai-Al Quoz,Oil Change,178.07,77.25,100.82,Cash,Completed,2024-08,Q3,Thursday,False,178.07
TXN-005116,2024-08-22,11:00,Dubai-Al Quoz,Engine Diagnostics,192.17,57.9,134.27,Online,Completed,2024-08,Q3,Thursday,False,192.17
TXN-005117,2024-08-22,16:10,Dubai-Al Quoz,Engine Overhaul,3490.96,1216.48,2274.48,Cash,Completed,2024-08,Q3,Thursday,False,3490.96
TXN-005118,2024-08-22,08:06,Dubai-Al Quoz,Detailing,412.58,183.33,229.25,Card,Completed,2024-08,Q3,Thursday,False,412.58
TXN-005119,2024-08-22,11:38,Dubai-Al Quoz,Tyre Replacement,905.14,381.1,524.04,Card,Completed,2024-08,Q3,Thursday,False,905.14
TXN-005120,2024-08-22,15:21,Dubai-Al Quoz,Brake Service,461.64,200.38,261.26,Card,Completed,2024-08,Q3,Thursday,False,461.64
TXN-005121,2024-08-22,18:52,Dubai-Al Quoz,Oil Change,177.22,58.86,118.36,Card,Completed,2024-08,Q3,Thursday,False,177.22
TXN-005122,2024-08-22,16:54,Dubai-Al Quoz,Oil Change,168.52,53.96,114.56,Card,Completed,2024-08,Q3,Thursday,False,168.52
TXN-005123,2024-08-23,16:14,Dubai-Al Quoz,Wheel Alignment,140.19,49.62,90.57,Card,Completed,2024-08,Q3,Friday,False,140.19
TXN-005124,2024-08-23,18:23,Dubai-Al Quoz,Oil Change,167.21,55.12,112.09,Cash,Completed,2024-08,Q3,Friday,False,167.21
TXN-005125,2024-08-23,14:47,Dubai-Al Quoz,Tyre Replacement,917.89,378.75,539.14,Card,Completed,2024-08,Q3,Friday,False,917.89
TXN-005126,2024-08-23,19:49,Dubai-Al Quoz,Oil Change,172.05,52.2,119.85,Card,Completed,2024-08,Q3,Friday,False,172.05
TXN-005127,2024-08-23,18:11,Dubai-Al Quoz,AC Service,362.96,141.88,221.08,Corporate Account,Completed,2024-08,Q3,Friday,False,362.96
TXN-005128,2024-08-23,15:49,Dubai-Al Quoz,Detailing,365.84,158.29,207.55,Cash,Completed,2024-08,Q3,Friday,False,365.84
TXN-005129,2024-08-23,09:48,Dubai-Al Quoz,Oil Change,175.86,60.35,115.51,Online,Completed,2024-08,Q3,Friday,False,175.86
TXN-005130,2024-08-23,09:25,Dubai-Al Quoz,Tyre Replacement,970.39,419.16,551.23,Cash,Completed,2024-08,Q3,Friday,False,970.39
TXN-005131,2024-08-23,18:04,Dubai-Al Quoz,Oil Change,173.65,58.95,114.7,Cash,Completed,2024-08,Q3,Friday,False,173.65
TXN-005132,2024-08-23,08:52,Dubai-Al Quoz,AC Service,408.58,159.65,248.93,Cash,Completed,2024-08,Q3,Friday,False,408.58
TXN-005133,2024-08-23,14:50,Dubai-Al Quoz,Engine Diagnostics,189.46,74.53,114.93,Corporate Account,Completed,2024-08,Q3,Friday,False,189.46
TXN-005134,2024-08-24,10:55,Dubai-Al Quoz,Oil Change,173.88,64.28,109.6,Card,Completed,2024-08,Q3,Saturday,False,173.88
TXN-005135,2024-08-24,10:50,Dubai-Al Quoz,Engine Diagnostics,181.81,71.0,110.81,Card,Completed,2024-08,Q3,Saturday,False,181.81
TXN-005136,2024-08-24,14:31,Dubai-Al Quoz,Engine Diagnostics,188.27,67.87,120.4,Cash,Completed,2024-08,Q3,Saturday,False,188.27
TXN-005137,2024-08-24,10:11,Dubai-Al Quoz,Oil Change,181.13,59.77,121.36,Card,Completed,2024-08,Q3,Saturday,False,181.13
TXN-005138,2024-08-24,12:37,Dubai-Al Quoz,Battery Replacement,327.23,145.82,181.41,Corporate Account,Completed,2024-08,Q3,Saturday,False,327.23
TXN-005139,2024-08-24,12:12,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Cash,Void,2024-08,Q3,Saturday,True,0.0
TXN-005140,2024-08-24,16:16,Dubai-Al Quoz,Oil Change,172.97,51.89,121.08,Corporate Account,Completed,2024-08,Q3,Saturday,False,172.97
TXN-005141,2024-08-24,15:45,Dubai-Al Quoz,Detailing,370.89,112.51,258.38,Cash,Completed,2024-08,Q3,Saturday,False,370.89
TXN-005142,2024-08-24,11:12,Dubai-Al Quoz,Full Service,718.32,280.33,437.99,Cash,Completed,2024-08,Q3,Saturday,False,718.32
TXN-005143,2024-08-24,16:17,Dubai-Al Quoz,Engine Diagnostics,180.29,74.83,105.46,Cash,Completed,2024-08,Q3,Saturday,False,180.29
TXN-005144,2024-08-24,16:52,Dubai-Al Quoz,Full Service,785.16,335.94,449.22,Card,Completed,2024-08,Q3,Saturday,False,785.16
TXN-005145,2024-08-24,16:28,Dubai-Al Quoz,Detailing,366.83,117.45,249.38,Card,Completed,2024-08,Q3,Saturday,False,366.83
TXN-005146,2024-08-24,12:28,Dubai-Al Quoz,Wheel Alignment,0.0,0.0,0.0,Online,Void,2024-08,Q3,Saturday,True,0.0
TXN-005147,2024-08-25,11:23,Dubai-Al Quoz,AC Service,404.2,130.44,273.76,Corporate Account,Completed,2024-08,Q3,Sunday,False,404.2
TXN-005148,2024-08-25,09:42,Dubai-Al Quoz,Engine Overhaul,3202.88,998.98,2203.9,Card,Completed,2024-08,Q3,Sunday,False,3202.88
TXN-005149,2024-08-25,09:05,Dubai-Al Quoz,Engine Diagnostics,208.49,66.15,142.34,Cash,Completed,2024-08,Q3,Sunday,False,208.49
TXN-005150,2024-08-25,15:00,Dubai-Al Quoz,Suspension Repair,827.91,291.48,536.43,Card,Completed,2024-08,Q3,Sunday,False,827.91
TXN-005151,2024-08-25,15:15,Dubai-Al Quoz,Oil Change,187.2,69.1,118.1,Cash,Completed,2024-08,Q3,Sunday,False,187.2
TXN-005152,2024-08-25,17:54,Dubai-Al Quoz,AC Service,0.0,0.0,0.0,Online,Void,2024-08,Q3,Sunday,True,0.0
TXN-005153,2024-08-25,14:48,Dubai-Al Quoz,Tyre Replacement,880.9,295.68,585.22,Card,Completed,2024-08,Q3,Sunday,False,880.9
TXN-005154,2024-08-25,12:46,Dubai-Al Quoz,Tyre Replacement,958.93,356.29,602.64,Card,Completed,2024-08,Q3,Sunday,False,958.93
TXN-005155,2024-08-25,09:55,Dubai-Al Quoz,AC Service,433.49,155.24,278.25,Cash,Completed,2024-08,Q3,Sunday,False,433.49
TXN-005156,2024-08-25,15:55,Dubai-Al Quoz,Battery Replacement,315.0,137.38,177.62,Online,Completed,2024-08,Q3,Sunday,False,315.0
TXN-005157,2024-08-25,12:38,Dubai-Al Quoz,AC Service,438.29,169.72,268.57,Card,Completed,2024-08,Q3,Sunday,False,438.29
TXN-005158,2024-08-25,19:38,Dubai-Al Quoz,Suspension Repair,726.01,231.18,494.83,Cash,Completed,2024-08,Q3,Sunday,False,726.01
TXN-005159,2024-08-25,15:38,Dubai-Al Quoz,Oil Change,194.92,66.32,128.6,Cash,Completed,2024-08,Q3,Sunday,False,194.92
TXN-005160,2024-08-25,10:21,Dubai-Al Quoz,AC Service,370.13,130.96,239.17,Card,Completed,2024-08,Q3,Sunday,False,370.13
TXN-005161,2024-08-25,17:52,Dubai-Al Quoz,Engine Diagnostics,207.21,66.74,140.47,Card,Completed,2024-08,Q3,Sunday,False,207.21
TXN-005162,2024-08-26,09:57,Dubai-Al Quoz,Suspension Repair,810.06,311.52,498.54,Card,Completed,2024-08,Q3,Monday,False,810.06
TXN-005163,2024-08-26,10:28,Dubai-Al Quoz,Full Service,744.68,333.59,411.09,Card,Completed,2024-08,Q3,Monday,False,744.68
TXN-005164,2024-08-26,16:09,Dubai-Al Quoz,Oil Change,174.61,61.96,112.65,Cash,Completed,2024-08,Q3,Monday,False,174.61
TXN-005165,2024-08-26,15:59,Dubai-Al Quoz,Suspension Repair,814.87,308.68,506.19,Card,Completed,2024-08,Q3,Monday,False,814.87
TXN-005166,2024-08-26,08:07,Dubai-Al Quoz,Oil Change,179.24,75.97,103.27,Cash,Completed,2024-08,Q3,Monday,False,179.24
TXN-005167,2024-08-26,13:08,Dubai-Al Quoz,Battery Replacement,341.12,131.87,209.25,Online,Completed,2024-08,Q3,Monday,False,341.12
TXN-005168,2024-08-26,15:24,Dubai-Al Quoz,Oil Change,177.86,68.61,109.25,Card,Completed,2024-08,Q3,Monday,False,177.86
TXN-005169,2024-08-26,12:23,Dubai-Al Quoz,Tyre Replacement,858.45,295.74,562.71,Card,Completed,2024-08,Q3,Monday,False,858.45
TXN-005170,2024-08-26,15:30,Dubai-Al Quoz,Tyre Replacement,886.42,316.7,569.72,Cash,Completed,2024-08,Q3,Monday,False,886.42
TXN-005171,2024-08-26,12:59,Dubai-Al Quoz,AC Service,424.01,179.67,244.34,Cash,Completed,2024-08,Q3,Monday,False,424.01
TXN-005172,2024-08-26,08:23,Dubai-Al Quoz,Oil Change,185.01,77.42,107.59,Cash,Completed,2024-08,Q3,Monday,False,185.01
TXN-005173,2024-08-26,13:44,Dubai-Al Quoz,Full Service,0.0,0.0,0.0,Card,Void,2024-08,Q3,Monday,True,0.0
TXN-005174,2024-08-26,15:17,Dubai-Al Quoz,Brake Service,415.63,152.91,262.72,Cash,Completed,2024-08,Q3,Monday,False,415.63
TXN-005175,2024-08-26,08:06,Dubai-Al Quoz,Tyre Replacement,867.45,328.4,539.05,Card,Completed,2024-08,Q3,Monday,False,867.45
TXN-005176,2024-08-26,16:02,Dubai-Al Quoz,Brake Service,466.04,189.24,276.8,Card,Completed,2024-08,Q3,Monday,False,466.04
TXN-005177,2024-08-26,11:04,Dubai-Al Quoz,Brake Service,448.12,186.47,261.65,Card,Completed,2024-08,Q3,Monday,False,448.12
TXN-005178,2024-08-27,14:28,Dubai-Al Quoz,Detailing,390.51,170.29,220.22,Cash,Completed,2024-08,Q3,Tuesday,False,390.51
TXN-005179,2024-08-27,08:46,Dubai-Al Quoz,Battery Replacement,350.9,146.06,204.84,Card,Completed,2024-08,Q3,Tuesday,False,350.9
TXN-005180,2024-08-27,15:06,Dubai-Al Quoz,Oil Change,170.28,65.86,104.42,Cash,Completed,2024-08,Q3,Tuesday,False,170.28
TXN-005181,2024-08-27,14:48,Dubai-Al Quoz,Engine Diagnostics,217.32,85.69,131.63,Cash,Completed,2024-08,Q3,Tuesday,False,217.32
